sku,size_code,size,quantity,promotion_code,list_unit_price_ex_gst,discount_ex_gst,unit_price_ex_gst,loaded_landed_cost,product_gross_margin_pct,checkout_route,configuration
BC-205,50ML,50 ml,1000,PACK7,53.77,3763.90,50.01,32.50,35.01,payment confirmation,premium
BC-205,100ML,100 ml,1000,PACK7,44.95,3146.50,41.80,27.17,35.01,payment confirmation,standard
BC-205,100ML,100 ml,1000,PACK7,67.43,4720.10,62.71,40.76,35.00,payment confirmation,premium
BC-205,15ML,15 ml,2500,PACK7,18.76,3283.00,17.45,11.34,35.00,payment confirmation,standard
BC-205,15ML,15 ml,2500,PACK7,28.14,4924.50,26.17,17.01,35.00,payment confirmation,premium
BC-205,30ML,30 ml,2500,PACK7,25.02,4378.50,23.27,15.12,35.02,payment confirmation,standard
BC-205,30ML,30 ml,2500,PACK7,37.52,6566.00,34.89,22.68,35.00,payment confirmation,premium
BC-205,50ML,50 ml,2500,PACK7,29.52,5166.00,27.45,17.84,35.02,payment confirmation,standard
BC-205,50ML,50 ml,2500,PACK7,44.27,7747.25,41.17,26.76,35.00,payment confirmation,premium
BC-205,100ML,100 ml,2500,PACK7,37.03,6480.25,34.44,22.38,35.01,payment confirmation,standard
BC-205,100ML,100 ml,2500,PACK7,55.54,9719.50,51.65,33.57,35.01,payment confirmation,premium
BC-206,30ML,30 ml,200,PACK7,84.97,1189.58,79.02,51.36,35.01,online checkout,standard
BC-206,30ML,30 ml,200,PACK7,127.47,1784.58,118.55,77.05,35.00,online checkout,premium
BC-206,50ML,50 ml,200,PACK7,103.63,1450.82,96.38,62.64,35.00,online checkout,standard
BC-206,50ML,50 ml,200,PACK7,155.44,2176.16,144.56,93.96,35.00,online checkout,premium
BC-206,100ML,100 ml,200,PACK7,132.64,1856.96,123.36,80.18,35.00,online checkout,standard
BC-206,100ML,100 ml,200,PACK7,198.96,2785.44,185.03,120.27,35.00,online checkout,premium
BC-206,150ML,150 ml,200,PACK7,151.29,2118.06,140.70,91.45,35.00,online checkout,standard
BC-206,150ML,150 ml,200,PACK7,226.94,3177.16,211.05,137.18,35.00,payment confirmation,premium
BC-206,30ML,30 ml,500,PACK7,70.33,2461.55,65.41,42.51,35.01,online checkout,standard
BC-206,30ML,30 ml,500,PACK7,105.48,3691.80,98.10,63.76,35.00,payment confirmation,premium
BC-206,50ML,50 ml,500,PACK7,85.76,3001.60,79.76,51.84,35.00,online checkout,standard
BC-206,50ML,50 ml,500,PACK7,128.64,4502.40,119.64,77.76,35.00,payment confirmation,premium
BC-206,100ML,100 ml,500,PACK7,109.78,3842.30,102.10,66.36,35.00,payment confirmation,standard
BC-206,100ML,100 ml,500,PACK7,164.65,5762.75,153.12,99.53,35.00,payment confirmation,premium
BC-206,150ML,150 ml,500,PACK7,125.22,4382.70,116.45,75.69,35.00,payment confirmation,standard
BC-206,150ML,150 ml,500,PACK7,187.81,6573.35,174.66,113.53,35.00,payment confirmation,premium
BC-206,30ML,30 ml,1000,PACK7,61.54,4307.80,57.23,37.20,35.00,payment confirmation,standard
BC-206,30ML,30 ml,1000,PACK7,92.30,6461.00,85.84,55.79,35.01,payment confirmation,premium
BC-206,50ML,50 ml,1000,PACK7,75.04,5252.80,69.79,45.36,35.00,payment confirmation,standard
BC-206,50ML,50 ml,1000,PACK7,112.56,7879.20,104.68,68.04,35.00,payment confirmation,premium
BC-206,100ML,100 ml,1000,PACK7,96.05,6723.50,89.33,58.06,35.00,payment confirmation,standard
BC-206,100ML,100 ml,1000,PACK7,144.07,10084.90,133.99,87.09,35.00,payment confirmation,premium
BC-206,150ML,150 ml,1000,PACK7,109.57,7669.90,101.90,66.23,35.00,payment confirmation,standard
BC-206,150ML,150 ml,1000,PACK7,164.34,11503.80,152.84,99.34,35.00,payment confirmation,premium
BC-206,30ML,30 ml,2500,PACK7,51.29,8975.75,47.70,31.00,35.01,payment confirmation,standard
BC-206,30ML,30 ml,2500,PACK7,76.94,13464.50,71.55,46.51,35.00,payment confirmation,premium
BC-206,50ML,50 ml,2500,PACK7,62.55,10946.25,58.17,37.81,35.00,payment confirmation,standard
BC-206,50ML,50 ml,2500,PACK7,93.83,16420.25,87.26,56.72,35.00,payment confirmation,premium
BC-206,100ML,100 ml,2500,PACK7,80.07,14012.25,74.47,48.40,35.00,payment confirmation,standard
BC-206,100ML,100 ml,2500,PACK7,120.10,21017.50,111.69,72.60,35.00,payment confirmation,premium
BC-206,150ML,150 ml,2500,PACK7,91.32,15981.00,84.93,55.20,35.00,payment confirmation,standard
BC-206,150ML,150 ml,2500,PACK7,136.98,23971.50,127.39,82.80,35.00,payment confirmation,premium
BC-214,250ML,250 ml,250,PACK7,46.89,820.58,43.61,28.34,35.01,online checkout,standard
BC-214,250ML,250 ml,250,PACK7,70.33,1230.78,65.41,42.51,35.01,online checkout,premium
BC-214,500ML,500 ml,250,PACK7,57.18,1000.65,53.18,34.56,35.01,online checkout,standard
BC-214,500ML,500 ml,250,PACK7,85.76,1500.80,79.76,51.84,35.00,online checkout,premium
BC-214,1L,1 litre,250,PACK7,81.20,1421.00,75.52,49.08,35.01,online checkout,standard
BC-214,1L,1 litre,250,PACK7,121.78,2131.15,113.26,73.61,35.01,online checkout,premium
BC-214,250ML,250 ml,500,PACK7,36.63,1282.05,34.07,22.14,35.01,online checkout,standard
BC-214,250ML,250 ml,500,PACK7,54.94,1922.90,51.09,33.21,35.00,online checkout,premium
BC-214,500ML,500 ml,500,PACK7,44.67,1563.45,41.54,27.00,35.01,online checkout,standard
BC-214,500ML,500 ml,500,PACK7,67.00,2345.00,62.31,40.50,35.00,online checkout,premium
BC-214,1L,1 litre,500,PACK7,63.43,2220.05,58.99,38.34,35.01,online checkout,standard
BC-214,1L,1 litre,500,PACK7,95.14,3329.90,88.48,57.51,35.00,payment confirmation,premium
BC-214,250ML,250 ml,1000,PACK7,29.30,2051.00,27.25,17.71,35.01,online checkout,standard
BC-214,250ML,250 ml,1000,PACK7,43.96,3077.20,40.88,26.57,35.01,payment confirmation,premium
BC-214,500ML,500 ml,1000,PACK7,35.74,2501.80,33.24,21.60,35.01,online checkout,standard
BC-214,500ML,500 ml,1000,PACK7,53.60,3752.00,49.85,32.40,35.00,payment confirmation,premium
BC-214,1L,1 litre,1000,PACK7,50.74,3551.80,47.19,30.67,35.00,payment confirmation,standard
BC-214,1L,1 litre,1000,PACK7,76.12,5328.40,70.79,46.01,35.01,payment confirmation,premium
BC-214,250ML,250 ml,2500,PACK7,23.45,4103.75,21.81,14.17,35.03,payment confirmation,standard
BC-214,250ML,250 ml,2500,PACK7,35.16,6153.00,32.70,21.25,35.01,payment confirmation,premium
BC-214,500ML,500 ml,2500,PACK7,28.59,5003.25,26.59,17.28,35.01,payment confirmation,standard
BC-214,500ML,500 ml,2500,PACK7,42.88,7504.00,39.88,25.92,35.00,payment confirmation,premium
BC-214,1L,1 litre,2500,PACK7,40.60,7105.00,37.76,24.54,35.01,payment confirmation,standard
BC-214,1L,1 litre,2500,PACK7,60.90,10657.50,56.64,36.81,35.01,payment confirmation,premium
TS-301,30ML,30 ml,1000,PACK7,16.73,1171.10,15.56,10.11,35.02,online checkout,standard
TS-301,30ML,30 ml,1000,PACK7,25.08,1755.60,23.32,15.16,35.00,online checkout,premium
TS-301,50ML,50 ml,1000,PACK7,21.44,1500.80,19.94,12.96,35.00,online checkout,standard
TS-301,50ML,50 ml,1000,PACK7,32.16,2251.20,29.91,19.44,35.00,online checkout,premium
TS-301,100ML,100 ml,1000,PACK7,26.80,1876.00,24.92,16.20,35.00,online checkout,standard
TS-301,100ML,100 ml,1000,PACK7,40.20,2814.00,37.39,24.30,35.00,online checkout,premium
TS-301,150ML,150 ml,1000,PACK7,31.09,2176.30,28.91,18.79,35.01,online checkout,standard
TS-301,150ML,150 ml,1000,PACK7,46.64,3264.80,43.38,28.19,35.01,payment confirmation,premium
TS-301,30ML,30 ml,2500,PACK7,12.56,2198.00,11.68,7.59,35.02,online checkout,standard
TS-301,30ML,30 ml,2500,PACK7,18.83,3295.25,17.51,11.38,35.02,payment confirmation,premium
TS-301,50ML,50 ml,2500,PACK7,16.10,2817.50,14.97,9.73,35.02,online checkout,standard
TS-301,50ML,50 ml,2500,PACK7,24.16,4228.00,22.47,14.60,35.02,payment confirmation,premium
TS-301,100ML,100 ml,2500,PACK7,20.12,3521.00,18.71,12.16,35.01,payment confirmation,standard
TS-301,100ML,100 ml,2500,PACK7,30.18,5281.50,28.07,18.24,35.01,payment confirmation,premium
TS-301,150ML,150 ml,2500,PACK7,23.35,4086.25,21.72,14.11,35.02,payment confirmation,standard
TS-301,150ML,150 ml,2500,PACK7,35.01,6126.75,32.56,21.16,35.01,payment confirmation,premium
TS-301,30ML,30 ml,5000,PACK7,9.77,3419.50,9.09,5.90,35.07,payment confirmation,standard
TS-301,30ML,30 ml,5000,PACK7,14.65,5127.50,13.62,8.85,35.04,payment confirmation,premium
TS-301,50ML,50 ml,5000,PACK7,12.51,4378.50,11.63,7.56,35.02,payment confirmation,standard
TS-301,50ML,50 ml,5000,PACK7,18.76,6566.00,17.45,11.34,35.00,payment confirmation,premium
TS-301,100ML,100 ml,5000,PACK7,15.64,5474.00,14.55,9.45,35.03,payment confirmation,standard
TS-301,100ML,100 ml,5000,PACK7,23.45,8207.50,21.81,14.17,35.03,payment confirmation,premium
TS-301,150ML,150 ml,5000,PACK7,18.14,6349.00,16.87,10.96,35.03,payment confirmation,standard
TS-301,150ML,150 ml,5000,PACK7,27.20,9520.00,25.30,16.44,35.01,payment confirmation,premium
TS-301,30ML,30 ml,10000,PACK7,7.66,5362.00,7.12,4.63,35.01,payment confirmation,standard
TS-301,30ML,30 ml,10000,PACK7,11.50,8050.00,10.70,6.95,35.02,payment confirmation,premium
TS-301,50ML,50 ml,10000,PACK7,9.83,6881.00,9.14,5.94,35.02,payment confirmation,standard
TS-301,50ML,50 ml,10000,PACK7,14.74,10318.00,13.71,8.91,35.00,payment confirmation,premium
TS-301,100ML,100 ml,10000,PACK7,12.30,8610.00,11.44,7.43,35.05,payment confirmation,standard
TS-301,100ML,100 ml,10000,PACK7,18.43,12901.00,17.14,11.14,35.01,payment confirmation,premium
TS-301,150ML,150 ml,10000,PACK7,14.25,9975.00,13.25,8.61,35.03,payment confirmation,standard
TS-301,150ML,150 ml,10000,PACK7,21.38,14966.00,19.88,12.92,35.02,payment confirmation,premium
TS-306,50ML,50 ml,500,PACK7,25.10,878.50,23.34,15.17,35.01,online checkout,standard
TS-306,50ML,50 ml,500,PACK7,37.66,1318.10,35.02,22.76,35.02,online checkout,premium
TS-306,100ML,100 ml,500,PACK7,32.18,1126.30,29.93,19.45,35.01,online checkout,standard
TS-306,100ML,100 ml,500,PACK7,48.26,1689.10,44.88,29.17,35.01,online checkout,premium
TS-306,150ML,150 ml,500,PACK7,39.91,1396.85,37.12,24.12,35.02,online checkout,standard
TS-306,150ML,150 ml,500,PACK7,59.86,2095.10,55.67,36.18,35.01,online checkout,premium
TS-306,200ML,200 ml,500,PACK7,46.99,1644.65,43.70,28.40,35.01,online checkout,standard
TS-306,200ML,200 ml,500,PACK7,70.48,2466.80,65.55,42.60,35.01,online checkout,premium
TS-306,50ML,50 ml,1000,PACK7,20.20,1414.00,18.79,12.21,35.00,online checkout,standard
TS-306,50ML,50 ml,1000,PACK7,30.31,2121.70,28.19,18.32,35.01,online checkout,premium
TS-306,100ML,100 ml,1000,PACK7,25.91,1813.70,24.10,15.66,35.01,online checkout,standard
TS-306,100ML,100 ml,1000,PACK7,38.86,2720.20,36.14,23.49,35.00,online checkout,premium
TS-306,150ML,150 ml,1000,PACK7,32.13,2249.10,29.88,19.42,35.01,online checkout,standard
TS-306,150ML,150 ml,1000,PACK7,48.19,3373.30,44.82,29.13,35.00,payment confirmation,premium
TS-306,200ML,200 ml,1000,PACK7,37.82,2647.40,35.17,22.86,35.01,online checkout,standard
TS-306,200ML,200 ml,1000,PACK7,56.75,3972.50,52.78,34.30,35.01,payment confirmation,premium
TS-306,50ML,50 ml,2500,PACK7,15.06,2635.50,14.01,9.10,35.03,online checkout,standard
TS-306,50ML,50 ml,2500,PACK7,22.59,3953.25,21.01,13.65,35.03,payment confirmation,premium
TS-306,100ML,100 ml,2500,PACK7,19.31,3379.25,17.96,11.67,35.02,payment confirmation,standard
TS-306,100ML,100 ml,2500,PACK7,28.95,5066.25,26.92,17.50,35.00,payment confirmation,premium
TS-306,150ML,150 ml,2500,PACK7,23.94,4189.50,22.26,14.47,35.01,payment confirmation,standard
TS-306,150ML,150 ml,2500,PACK7,35.92,6286.00,33.41,21.71,35.01,payment confirmation,premium
TS-306,200ML,200 ml,2500,PACK7,28.19,4933.25,26.22,17.04,35.00,payment confirmation,standard
TS-306,200ML,200 ml,2500,PACK7,42.29,7400.75,39.33,25.56,35.01,payment confirmation,premium
TS-306,50ML,50 ml,5000,PACK7,12.00,4200.00,11.16,7.25,35.04,payment confirmation,standard
TS-306,50ML,50 ml,5000,PACK7,17.99,6296.50,16.73,10.87,35.03,payment confirmation,premium
TS-306,100ML,100 ml,5000,PACK7,15.37,5379.50,14.29,9.29,35.01,payment confirmation,standard
TS-306,100ML,100 ml,5000,PACK7,23.05,8067.50,21.44,13.93,35.02,payment confirmation,premium
TS-306,150ML,150 ml,5000,PACK7,19.06,6671.00,17.73,11.52,35.01,payment confirmation,standard
TS-306,150ML,150 ml,5000,PACK7,28.59,10006.50,26.59,17.28,35.01,payment confirmation,premium
TS-306,200ML,200 ml,5000,PACK7,22.44,7854.00,20.87,13.56,35.02,payment confirmation,standard
TS-306,200ML,200 ml,5000,PACK7,33.67,11784.50,31.31,20.35,35.01,payment confirmation,premium
BX-401,S,Small,25,PACK7,43.21,75.62,40.19,26.12,35.00,online checkout,standard
BX-401,S,Small,25,PACK7,64.82,113.44,60.28,39.18,35.01,online checkout,premium
BX-401,M,Medium,25,PACK7,55.41,96.97,51.53,33.49,35.01,online checkout,standard
BX-401,M,Medium,25,PACK7,83.10,145.43,77.28,50.23,35.01,online checkout,premium
BX-401,L,Large,25,PACK7,74.25,129.94,69.05,44.88,35.01,online checkout,standard
BX-401,L,Large,25,PACK7,111.35,194.86,103.56,67.31,35.00,online checkout,premium
BX-401,S,Small,50,PACK7,36.23,126.81,33.69,21.90,35.00,online checkout,standard
BX-401,S,Small,50,PACK7,54.35,190.23,50.55,32.85,35.01,online checkout,premium
BX-401,M,Medium,50,PACK7,46.46,162.61,43.21,28.08,35.01,online checkout,standard
BX-401,M,Medium,50,PACK7,69.68,243.88,64.80,42.12,35.00,online checkout,premium
BX-401,L,Large,50,PACK7,62.25,217.88,57.89,37.63,35.00,online checkout,standard
BX-401,L,Large,50,PACK7,93.37,326.80,86.83,56.44,35.00,online checkout,premium
BX-401,S,Small,100,PACK7,30.66,214.62,28.51,18.53,35.01,online checkout,standard
BX-401,S,Small,100,PACK7,45.99,321.93,42.77,27.80,35.00,online checkout,premium
BX-401,M,Medium,100,PACK7,39.31,275.17,36.56,23.76,35.01,online checkout,standard
BX-401,M,Medium,100,PACK7,58.96,412.72,54.83,35.64,35.00,online checkout,premium
BX-401,L,Large,100,PACK7,52.68,368.76,48.99,31.84,35.01,online checkout,standard
BX-401,L,Large,100,PACK7,79.01,553.07,73.48,47.76,35.00,online checkout,premium
BX-401,S,Small,250,PACK7,20.20,353.50,18.79,12.21,35.00,online checkout,standard
BX-401,S,Small,250,PACK7,30.31,530.43,28.19,18.32,35.01,online checkout,premium
BX-401,M,Medium,250,PACK7,25.91,453.43,24.10,15.66,35.01,online checkout,standard
BX-401,M,Medium,250,PACK7,38.86,680.05,36.14,23.49,35.00,online checkout,premium
BX-401,L,Large,250,PACK7,34.71,607.43,32.28,20.98,35.01,online checkout,standard
BX-401,L,Large,250,PACK7,52.08,911.40,48.43,31.48,35.00,online checkout,premium
BX-401,S,Small,500,PACK7,14.65,512.75,13.62,8.85,35.04,online checkout,standard
BX-401,S,Small,500,PACK7,21.96,768.60,20.42,13.27,35.02,online checkout,premium
BX-401,M,Medium,500,PACK7,18.76,656.60,17.45,11.34,35.00,online checkout,standard
BX-401,M,Medium,500,PACK7,28.14,984.90,26.17,17.01,35.00,online checkout,premium
BX-401,L,Large,500,PACK7,25.15,880.25,23.39,15.20,35.01,online checkout,standard
BX-401,L,Large,500,PACK7,37.71,1319.85,35.07,22.79,35.02,online checkout,premium
BX-401,S,Small,1000,PACK7,11.44,800.80,10.64,6.91,35.05,online checkout,standard
BX-401,S,Small,1000,PACK7,17.16,1201.20,15.96,10.37,35.02,online checkout,premium
BX-401,M,Medium,1000,PACK7,14.66,1026.20,13.63,8.86,35.01,online checkout,standard
BX-401,M,Medium,1000,PACK7,21.99,1539.30,20.45,13.29,35.01,online checkout,premium
BX-401,L,Large,1000,PACK7,19.64,1374.80,18.27,11.87,35.01,online checkout,standard
BX-401,L,Large,1000,PACK7,29.47,2062.90,27.41,17.81,35.02,online checkout,premium
BX-402,S,Small,50,PACK7,291.58,1020.53,271.17,176.26,35.00,online checkout,standard
BX-402,S,Small,50,PACK7,437.39,1530.87,406.77,264.40,35.00,online checkout,premium
BX-402,M,Medium,50,PACK7,364.49,1275.72,338.98,220.33,35.00,online checkout,standard
BX-402,M,Medium,50,PACK7,546.74,1913.59,508.47,330.50,35.00,online checkout,premium
BX-402,L,Large,50,PACK7,495.70,1734.95,461.00,299.65,35.00,online checkout,standard
BX-402,L,Large,50,PACK7,743.55,2602.43,691.50,449.47,35.00,online checkout,premium
BX-402,S,Small,100,PACK7,235.84,1650.88,219.33,142.56,35.00,online checkout,standard
BX-402,S,Small,100,PACK7,353.75,2476.25,328.99,213.84,35.00,online checkout,premium
BX-402,M,Medium,100,PACK7,294.79,2063.53,274.15,178.20,35.00,online checkout,standard
BX-402,M,Medium,100,PACK7,442.19,3095.33,411.24,267.30,35.00,payment confirmation,premium
BX-402,L,Large,100,PACK7,400.91,2806.37,372.85,242.35,35.00,online checkout,standard
BX-402,L,Large,100,PACK7,601.38,4209.66,559.28,363.53,35.00,payment confirmation,premium
BX-402,S,Small,250,PACK7,192.97,3376.98,179.46,116.65,35.00,payment confirmation,standard
BX-402,S,Small,250,PACK7,289.45,5065.38,269.19,174.97,35.00,payment confirmation,premium
BX-402,M,Medium,250,PACK7,241.21,4221.18,224.33,145.81,35.00,payment confirmation,standard
BX-402,M,Medium,250,PACK7,361.82,6331.85,336.49,218.72,35.00,payment confirmation,premium
BX-402,L,Large,250,PACK7,328.04,5740.70,305.08,198.30,35.00,payment confirmation,standard
BX-402,L,Large,250,PACK7,492.06,8611.05,457.62,297.45,35.00,payment confirmation,premium
BX-402,S,Small,500,PACK7,150.08,5252.80,139.57,90.72,35.00,payment confirmation,standard
BX-402,S,Small,500,PACK7,225.12,7879.20,209.36,136.08,35.00,payment confirmation,premium
BX-402,M,Medium,500,PACK7,187.60,6566.00,174.47,113.40,35.00,payment confirmation,standard
BX-402,M,Medium,500,PACK7,281.39,9848.65,261.69,170.10,35.00,payment confirmation,premium
BX-402,L,Large,500,PACK7,255.12,8929.20,237.26,154.22,35.00,payment confirmation,standard
BX-402,L,Large,500,PACK7,382.70,13394.50,355.91,231.34,35.00,payment confirmation,premium
BX-402,S,Small,1000,PACK7,121.51,8505.70,113.00,73.45,35.00,payment confirmation,standard
BX-402,S,Small,1000,PACK7,182.25,12757.50,169.49,110.17,35.00,payment confirmation,premium
BX-402,M,Medium,1000,PACK7,151.88,10631.60,141.25,91.81,35.00,payment confirmation,standard
BX-402,M,Medium,1000,PACK7,227.83,15948.10,211.88,137.72,35.00,payment confirmation,premium
BX-402,L,Large,1000,PACK7,206.56,14459.20,192.10,124.86,35.00,payment confirmation,standard
BX-402,L,Large,1000,PACK7,309.83,21688.10,288.14,187.29,35.00,payment confirmation,premium
BX-403,S,Small,50,PACK7,338.75,1185.63,315.04,204.77,35.00,online checkout,standard
BX-403,S,Small,50,PACK7,508.11,1778.39,472.54,307.15,35.00,online checkout,premium
BX-403,M,Medium,50,PACK7,423.43,1482.01,393.79,255.96,35.00,online checkout,standard
BX-403,M,Medium,50,PACK7,635.14,2222.99,590.68,383.94,35.00,online checkout,premium
BX-403,L,Large,50,PACK7,575.87,2015.55,535.56,348.11,35.00,online checkout,standard
BX-403,L,Large,50,PACK7,863.79,3023.27,803.32,522.16,35.00,online checkout,premium
BX-403,S,Small,100,PACK7,271.57,1900.99,252.56,164.16,35.00,online checkout,standard
BX-403,S,Small,100,PACK7,407.35,2851.45,378.84,246.24,35.00,online checkout,premium
BX-403,M,Medium,100,PACK7,339.46,2376.22,315.70,205.20,35.00,online checkout,standard
BX-403,M,Medium,100,PACK7,509.19,3564.33,473.55,307.80,35.00,payment confirmation,premium
BX-403,L,Large,100,PACK7,461.66,3231.62,429.34,279.07,35.00,payment confirmation,standard
BX-403,L,Large,100,PACK7,692.49,4847.43,644.02,418.61,35.00,payment confirmation,premium
BX-403,S,Small,250,PACK7,214.40,3752.00,199.39,129.60,35.00,payment confirmation,standard
BX-403,S,Small,250,PACK7,321.59,5627.83,299.08,194.40,35.00,payment confirmation,premium
BX-403,M,Medium,250,PACK7,268.00,4690.00,249.24,162.00,35.00,payment confirmation,standard
BX-403,M,Medium,250,PACK7,401.99,7034.83,373.85,243.00,35.00,payment confirmation,premium
BX-403,L,Large,250,PACK7,364.47,6378.23,338.96,220.32,35.00,payment confirmation,standard
BX-403,L,Large,250,PACK7,546.70,9567.25,508.43,330.48,35.00,payment confirmation,premium
BX-403,S,Small,500,PACK7,171.54,6003.90,159.53,103.69,35.00,payment confirmation,standard
BX-403,S,Small,500,PACK7,257.29,9005.15,239.28,155.53,35.00,payment confirmation,premium
BX-403,M,Medium,500,PACK7,214.41,7504.35,199.40,129.61,35.00,payment confirmation,standard
BX-403,M,Medium,500,PACK7,321.63,11257.05,299.12,194.42,35.00,payment confirmation,premium
BX-403,L,Large,500,PACK7,291.60,10206.00,271.19,176.27,35.00,payment confirmation,standard
BX-403,L,Large,500,PACK7,437.39,15308.65,406.77,264.40,35.00,payment confirmation,premium
BX-403,S,Small,1000,PACK7,141.51,9905.70,131.60,85.54,35.00,payment confirmation,standard
BX-403,S,Small,1000,PACK7,212.25,14857.50,197.39,128.30,35.00,payment confirmation,premium
BX-403,M,Medium,1000,PACK7,176.88,12381.60,164.50,106.92,35.00,payment confirmation,standard
BX-403,M,Medium,1000,PACK7,265.32,18572.40,246.75,160.38,35.00,payment confirmation,premium
BX-403,L,Large,1000,PACK7,240.55,16838.50,223.71,145.41,35.00,payment confirmation,standard
BX-403,L,Large,1000,PACK7,360.83,25258.10,335.57,218.12,35.00,payment confirmation,premium
BX-404,S,Small,25,PACK7,40.42,70.74,37.59,24.43,35.01,online checkout,standard
BX-404,S,Small,25,PACK7,60.62,106.09,56.38,36.64,35.01,online checkout,premium
BX-404,M,Medium,25,PACK7,51.82,90.69,48.19,31.32,35.01,online checkout,standard
BX-404,M,Medium,25,PACK7,77.72,136.01,72.28,46.98,35.00,online checkout,premium
BX-404,L,Large,25,PACK7,69.43,121.50,64.57,41.97,35.00,online checkout,standard
BX-404,L,Large,25,PACK7,104.14,182.25,96.85,62.95,35.00,online checkout,premium
BX-404,S,Small,50,PACK7,33.45,117.08,31.11,20.22,35.00,online checkout,standard
BX-404,S,Small,50,PACK7,50.18,175.63,46.67,30.33,35.01,online checkout,premium
BX-404,M,Medium,50,PACK7,42.88,150.08,39.88,25.92,35.00,online checkout,standard
BX-404,M,Medium,50,PACK7,64.32,225.12,59.82,38.88,35.00,online checkout,premium
BX-404,L,Large,50,PACK7,57.46,201.11,53.44,34.73,35.01,online checkout,standard
BX-404,L,Large,50,PACK7,86.19,301.67,80.16,52.10,35.00,online checkout,premium
BX-404,S,Small,100,PACK7,27.88,195.16,25.93,16.85,35.01,online checkout,standard
BX-404,S,Small,100,PACK7,41.81,292.67,38.88,25.27,35.01,online checkout,premium
BX-404,M,Medium,100,PACK7,35.74,250.18,33.24,21.60,35.01,online checkout,standard
BX-404,M,Medium,100,PACK7,53.60,375.20,49.85,32.40,35.00,online checkout,premium
BX-404,L,Large,100,PACK7,47.88,335.16,44.53,28.94,35.01,online checkout,standard
BX-404,L,Large,100,PACK7,71.83,502.81,66.80,43.42,35.00,online checkout,premium
BX-404,S,Small,250,PACK7,18.83,329.53,17.51,11.38,35.02,online checkout,standard
BX-404,S,Small,250,PACK7,28.24,494.20,26.26,17.07,35.00,online checkout,premium
BX-404,M,Medium,250,PACK7,24.14,422.45,22.45,14.59,35.01,online checkout,standard
BX-404,M,Medium,250,PACK7,36.20,633.50,33.67,21.88,35.01,online checkout,premium
BX-404,L,Large,250,PACK7,32.35,566.13,30.09,19.55,35.02,online checkout,standard
BX-404,L,Large,250,PACK7,48.52,849.10,45.12,29.33,35.00,online checkout,premium
BX-404,S,Small,500,PACK7,13.67,478.45,12.71,8.26,35.03,online checkout,standard
BX-404,S,Small,500,PACK7,20.50,717.50,19.07,12.39,35.01,online checkout,premium
BX-404,M,Medium,500,PACK7,17.52,613.20,16.29,10.59,35.01,online checkout,standard
BX-404,M,Medium,500,PACK7,26.27,919.45,24.43,15.88,35.00,online checkout,premium
BX-404,L,Large,500,PACK7,23.48,821.80,21.84,14.19,35.02,online checkout,standard
BX-404,L,Large,500,PACK7,35.22,1232.70,32.75,21.29,35.00,online checkout,premium
BX-404,S,Small,1000,PACK7,10.48,733.60,9.75,6.33,35.05,online checkout,standard
BX-404,S,Small,1000,PACK7,15.70,1099.00,14.60,9.49,35.00,online checkout,premium
BX-404,M,Medium,1000,PACK7,13.42,939.40,12.48,8.11,35.02,online checkout,standard
BX-404,M,Medium,1000,PACK7,20.12,1408.40,18.71,12.16,35.01,online checkout,premium
BX-404,L,Large,1000,PACK7,17.99,1259.30,16.73,10.87,35.03,online checkout,standard
BX-404,L,Large,1000,PACK7,26.97,1887.90,25.08,16.30,35.01,online checkout,premium
BX-405,S,Small,25,PACK7,81.48,142.59,75.78,49.25,35.01,online checkout,standard
BX-405,S,Small,25,PACK7,122.21,213.87,113.66,73.87,35.01,online checkout,premium
BX-405,M,Medium,25,PACK7,101.84,178.22,94.71,61.56,35.00,online checkout,standard
BX-405,M,Medium,25,PACK7,152.76,267.33,142.07,92.34,35.00,online checkout,premium
BX-405,L,Large,25,PACK7,140.53,245.93,130.69,84.95,35.00,online checkout,standard
BX-405,L,Large,25,PACK7,210.81,368.92,196.05,127.43,35.00,online checkout,premium
BX-405,S,Small,50,PACK7,60.04,210.14,55.84,36.29,35.01,online checkout,standard
BX-405,S,Small,50,PACK7,90.05,315.18,83.75,54.43,35.01,online checkout,premium
BX-405,M,Medium,50,PACK7,75.04,262.64,69.79,45.36,35.00,online checkout,standard
BX-405,M,Medium,50,PACK7,112.56,393.96,104.68,68.04,35.00,online checkout,premium
BX-405,L,Large,50,PACK7,103.56,362.46,96.31,62.60,35.00,online checkout,standard
BX-405,L,Large,50,PACK7,155.34,543.69,144.47,93.90,35.00,online checkout,premium
BX-405,S,Small,100,PACK7,42.90,300.30,39.90,25.93,35.01,online checkout,standard
BX-405,S,Small,100,PACK7,64.34,450.38,59.84,38.89,35.01,online checkout,premium
BX-405,M,Medium,100,PACK7,53.62,375.34,49.87,32.41,35.01,online checkout,standard
BX-405,M,Medium,100,PACK7,80.42,562.94,74.79,48.61,35.01,online checkout,premium
BX-405,L,Large,100,PACK7,74.00,518.00,68.82,44.73,35.00,online checkout,standard
BX-405,L,Large,100,PACK7,110.99,776.93,103.22,67.09,35.00,online checkout,premium
BX-405,S,Small,250,PACK7,29.30,512.75,27.25,17.71,35.01,online checkout,standard
BX-405,S,Small,250,PACK7,43.96,769.30,40.88,26.57,35.01,online checkout,premium
