sku,size_code,size,quantity,promotion_code,list_unit_price_ex_gst,discount_ex_gst,unit_price_ex_gst,loaded_landed_cost,product_gross_margin_pct,checkout_route,configuration
BX-405,M,Medium,250,PACK7,36.63,641.03,34.07,22.14,35.01,online checkout,standard
BX-405,M,Medium,250,PACK7,54.94,961.45,51.09,33.21,35.00,online checkout,premium
BX-405,L,Large,250,PACK7,50.54,884.45,47.00,30.55,35.00,online checkout,standard
BX-405,L,Large,250,PACK7,75.82,1326.85,70.51,45.83,35.00,online checkout,premium
BX-405,S,Small,500,PACK7,22.60,791.00,21.02,13.66,35.01,online checkout,standard
BX-405,S,Small,500,PACK7,33.88,1185.80,31.51,20.48,35.00,online checkout,premium
BX-405,M,Medium,500,PACK7,28.24,988.40,26.26,17.07,35.00,online checkout,standard
BX-405,M,Medium,500,PACK7,42.37,1482.95,39.40,25.61,35.01,online checkout,premium
BX-405,L,Large,500,PACK7,38.98,1364.30,36.25,23.56,35.01,online checkout,standard
BX-405,L,Large,500,PACK7,58.45,2045.75,54.36,35.33,35.01,online checkout,premium
BX-406,S,Small,25,PACK7,48.79,85.38,45.37,29.49,35.01,online checkout,standard
BX-406,S,Small,25,PACK7,73.19,128.08,68.07,44.24,35.00,online checkout,premium
BX-406,M,Medium,25,PACK7,62.55,109.46,58.17,37.81,35.00,online checkout,standard
BX-406,M,Medium,25,PACK7,93.83,164.20,87.26,56.72,35.00,online checkout,premium
BX-406,L,Large,25,PACK7,83.83,146.70,77.96,50.67,35.01,online checkout,standard
BX-406,L,Large,25,PACK7,125.73,220.03,116.93,76.00,35.00,online checkout,premium
BX-406,S,Small,50,PACK7,41.82,146.37,38.89,25.28,35.00,online checkout,standard
BX-406,S,Small,50,PACK7,62.73,219.56,58.34,37.92,35.00,online checkout,premium
BX-406,M,Medium,50,PACK7,53.62,187.67,49.87,32.41,35.01,online checkout,standard
BX-406,M,Medium,50,PACK7,80.42,281.47,74.79,48.61,35.01,online checkout,premium
BX-406,L,Large,50,PACK7,71.85,251.48,66.82,43.43,35.00,online checkout,standard
BX-406,L,Large,50,PACK7,107.76,377.16,100.22,65.14,35.00,online checkout,premium
BX-406,S,Small,100,PACK7,34.15,239.05,31.76,20.64,35.01,online checkout,standard
BX-406,S,Small,100,PACK7,51.22,358.54,47.63,30.96,35.01,online checkout,premium
BX-406,M,Medium,100,PACK7,43.78,306.46,40.72,26.46,35.01,online checkout,standard
BX-406,M,Medium,100,PACK7,65.66,459.62,61.06,39.69,35.00,online checkout,premium
BX-406,L,Large,100,PACK7,58.67,410.69,54.56,35.46,35.01,online checkout,standard
BX-406,L,Large,100,PACK7,87.98,615.86,81.82,53.18,35.00,online checkout,premium
BX-406,S,Small,250,PACK7,23.69,414.58,22.03,14.32,35.00,online checkout,standard
BX-406,S,Small,250,PACK7,35.54,621.95,33.05,21.48,35.01,online checkout,premium
BX-406,M,Medium,250,PACK7,30.38,531.65,28.25,18.36,35.02,online checkout,standard
BX-406,M,Medium,250,PACK7,45.56,797.30,42.37,27.54,35.00,online checkout,premium
BX-406,L,Large,250,PACK7,40.70,712.25,37.85,24.60,35.01,online checkout,standard
BX-406,L,Large,250,PACK7,61.05,1068.38,56.78,36.90,35.01,online checkout,premium
BX-406,S,Small,500,PACK7,17.16,600.60,15.96,10.37,35.02,online checkout,standard
BX-406,S,Small,500,PACK7,25.73,900.55,23.93,15.55,35.02,online checkout,premium
BX-406,M,Medium,500,PACK7,21.99,769.65,20.45,13.29,35.01,online checkout,standard
BX-406,M,Medium,500,PACK7,32.97,1153.95,30.66,19.93,35.00,online checkout,premium
BX-406,L,Large,500,PACK7,29.47,1031.45,27.41,17.81,35.02,online checkout,standard
BX-406,L,Large,500,PACK7,44.19,1546.65,41.10,26.71,35.01,online checkout,premium
BX-406,S,Small,1000,PACK7,13.11,917.70,12.19,7.92,35.04,online checkout,standard
BX-406,S,Small,1000,PACK7,19.67,1376.90,18.29,11.89,35.00,online checkout,premium
BX-406,M,Medium,1000,PACK7,16.81,1176.70,15.63,10.16,35.01,online checkout,standard
BX-406,M,Medium,1000,PACK7,25.22,1765.40,23.45,15.24,35.02,online checkout,premium
BX-406,L,Large,1000,PACK7,22.52,1576.40,20.94,13.61,35.02,online checkout,standard
BX-406,L,Large,1000,PACK7,33.78,2364.60,31.42,20.42,35.00,online checkout,premium
BX-408,S,Small,50,PACK7,295.87,1035.55,275.16,178.85,35.00,online checkout,standard
BX-408,S,Small,50,PACK7,443.79,1553.27,412.72,268.27,35.00,online checkout,premium
BX-408,M,Medium,50,PACK7,369.83,1294.41,343.94,223.56,35.00,online checkout,standard
BX-408,M,Medium,50,PACK7,554.74,1941.59,515.91,335.34,35.00,online checkout,premium
BX-408,L,Large,50,PACK7,502.97,1760.40,467.76,304.04,35.00,online checkout,standard
BX-408,L,Large,50,PACK7,754.45,2640.58,701.64,456.06,35.00,online checkout,premium
BX-408,S,Small,100,PACK7,235.84,1650.88,219.33,142.56,35.00,online checkout,standard
BX-408,S,Small,100,PACK7,353.75,2476.25,328.99,213.84,35.00,online checkout,premium
BX-408,M,Medium,100,PACK7,294.79,2063.53,274.15,178.20,35.00,online checkout,standard
BX-408,M,Medium,100,PACK7,442.19,3095.33,411.24,267.30,35.00,payment confirmation,premium
BX-408,L,Large,100,PACK7,400.91,2806.37,372.85,242.35,35.00,online checkout,standard
BX-408,L,Large,100,PACK7,601.38,4209.66,559.28,363.53,35.00,payment confirmation,premium
BX-408,S,Small,250,PACK7,182.95,3201.63,170.14,110.59,35.00,payment confirmation,standard
BX-408,S,Small,250,PACK7,274.43,4802.53,255.22,165.89,35.00,payment confirmation,premium
BX-408,M,Medium,250,PACK7,228.69,4002.08,212.68,138.24,35.00,payment confirmation,standard
BX-408,M,Medium,250,PACK7,343.03,6003.03,319.02,207.36,35.00,payment confirmation,premium
BX-408,L,Large,250,PACK7,311.02,5442.85,289.25,188.01,35.00,payment confirmation,standard
BX-408,L,Large,250,PACK7,466.52,8164.10,433.86,282.01,35.00,payment confirmation,premium
BX-408,S,Small,500,PACK7,147.22,5152.70,136.91,88.99,35.00,payment confirmation,standard
BX-408,S,Small,500,PACK7,220.83,7729.05,205.37,133.49,35.00,payment confirmation,premium
BX-408,M,Medium,500,PACK7,184.02,6440.70,171.14,111.24,35.00,payment confirmation,standard
BX-408,M,Medium,500,PACK7,276.03,9661.05,256.71,166.86,35.00,payment confirmation,premium
BX-408,L,Large,500,PACK7,250.28,8759.80,232.76,151.29,35.00,payment confirmation,standard
BX-408,L,Large,500,PACK7,375.41,13139.35,349.13,226.93,35.00,payment confirmation,premium
BX-408,S,Small,1000,PACK7,122.93,8605.10,114.32,74.31,35.00,payment confirmation,standard
BX-408,S,Small,1000,PACK7,184.41,12908.70,171.50,111.47,35.00,payment confirmation,premium
BX-408,M,Medium,1000,PACK7,153.67,10756.90,142.91,92.89,35.00,payment confirmation,standard
BX-408,M,Medium,1000,PACK7,230.51,16135.70,214.37,139.34,35.00,payment confirmation,premium
BX-408,L,Large,1000,PACK7,208.99,14629.30,194.36,126.33,35.00,payment confirmation,standard
BX-408,L,Large,1000,PACK7,313.49,21944.30,291.55,189.50,35.00,payment confirmation,premium
BX-412,S,Small,25,PACK7,43.21,75.62,40.19,26.12,35.00,online checkout,standard
BX-412,S,Small,25,PACK7,64.82,113.44,60.28,39.18,35.01,online checkout,premium
BX-412,M,Medium,25,PACK7,55.41,96.97,51.53,33.49,35.01,online checkout,standard
BX-412,M,Medium,25,PACK7,83.10,145.43,77.28,50.23,35.01,online checkout,premium
BX-412,L,Large,25,PACK7,74.25,129.94,69.05,44.88,35.01,online checkout,standard
BX-412,L,Large,25,PACK7,111.35,194.86,103.56,67.31,35.00,online checkout,premium
BX-412,S,Small,50,PACK7,36.23,126.81,33.69,21.90,35.00,online checkout,standard
BX-412,S,Small,50,PACK7,54.35,190.23,50.55,32.85,35.01,online checkout,premium
BX-412,M,Medium,50,PACK7,46.46,162.61,43.21,28.08,35.01,online checkout,standard
BX-412,M,Medium,50,PACK7,69.68,243.88,64.80,42.12,35.00,online checkout,premium
BX-412,L,Large,50,PACK7,62.25,217.88,57.89,37.63,35.00,online checkout,standard
BX-412,L,Large,50,PACK7,93.37,326.80,86.83,56.44,35.00,online checkout,premium
BX-412,S,Small,100,PACK7,30.66,214.62,28.51,18.53,35.01,online checkout,standard
BX-412,S,Small,100,PACK7,45.99,321.93,42.77,27.80,35.00,online checkout,premium
BX-412,M,Medium,100,PACK7,39.31,275.17,36.56,23.76,35.01,online checkout,standard
BX-412,M,Medium,100,PACK7,58.96,412.72,54.83,35.64,35.00,online checkout,premium
BX-412,L,Large,100,PACK7,52.68,368.76,48.99,31.84,35.01,online checkout,standard
BX-412,L,Large,100,PACK7,79.01,553.07,73.48,47.76,35.00,online checkout,premium
BX-412,S,Small,250,PACK7,20.20,353.50,18.79,12.21,35.00,online checkout,standard
BX-412,S,Small,250,PACK7,30.31,530.43,28.19,18.32,35.01,online checkout,premium
BX-412,M,Medium,250,PACK7,25.91,453.43,24.10,15.66,35.01,online checkout,standard
BX-412,M,Medium,250,PACK7,38.86,680.05,36.14,23.49,35.00,online checkout,premium
BX-412,L,Large,250,PACK7,34.71,607.43,32.28,20.98,35.01,online checkout,standard
BX-412,L,Large,250,PACK7,52.08,911.40,48.43,31.48,35.00,online checkout,premium
BX-412,S,Small,500,PACK7,15.06,527.10,14.01,9.10,35.03,online checkout,standard
BX-412,S,Small,500,PACK7,22.59,790.65,21.01,13.65,35.03,online checkout,premium
BX-412,M,Medium,500,PACK7,19.31,675.85,17.96,11.67,35.02,online checkout,standard
BX-412,M,Medium,500,PACK7,28.95,1013.25,26.92,17.50,35.00,online checkout,premium
BX-412,L,Large,500,PACK7,25.88,905.80,24.07,15.64,35.02,online checkout,standard
BX-412,L,Large,500,PACK7,38.81,1358.35,36.09,23.46,35.00,online checkout,premium
BX-412,S,Small,1000,PACK7,11.72,820.40,10.90,7.08,35.04,online checkout,standard
BX-412,S,Small,1000,PACK7,17.57,1229.90,16.34,10.62,35.01,online checkout,premium
BX-412,M,Medium,1000,PACK7,15.03,1052.10,13.98,9.08,35.04,online checkout,standard
BX-412,M,Medium,1000,PACK7,22.54,1577.80,20.96,13.62,35.03,online checkout,premium
BX-412,L,Large,1000,PACK7,20.14,1409.80,18.73,12.17,35.02,online checkout,standard
BX-412,L,Large,1000,PACK7,30.20,2114.00,28.09,18.25,35.02,online checkout,premium
EC-501,S,Small,50,PACK7,27.88,97.58,25.93,16.85,35.01,online checkout,standard
EC-501,S,Small,50,PACK7,41.81,146.34,38.88,25.27,35.01,online checkout,premium
EC-501,M,Medium,50,PACK7,35.74,125.09,33.24,21.60,35.01,online checkout,standard
EC-501,M,Medium,50,PACK7,53.60,187.60,49.85,32.40,35.00,online checkout,premium
EC-501,L,Large,50,PACK7,49.32,172.62,45.87,29.81,35.01,online checkout,standard
EC-501,L,Large,50,PACK7,73.97,258.90,68.79,44.71,35.01,online checkout,premium
EC-501,S,Small,100,PACK7,23.69,165.83,22.03,14.32,35.00,online checkout,standard
EC-501,S,Small,100,PACK7,35.54,248.78,33.05,21.48,35.01,online checkout,premium
EC-501,M,Medium,100,PACK7,30.38,212.66,28.25,18.36,35.02,online checkout,standard
EC-501,M,Medium,100,PACK7,45.56,318.92,42.37,27.54,35.00,online checkout,premium
EC-501,L,Large,100,PACK7,41.92,293.44,38.99,25.34,35.00,online checkout,standard
EC-501,L,Large,100,PACK7,62.88,440.16,58.48,38.01,35.00,online checkout,premium
EC-501,S,Small,250,PACK7,19.51,341.43,18.14,11.79,35.02,online checkout,standard
EC-501,S,Small,250,PACK7,29.27,512.23,27.22,17.69,35.01,online checkout,premium
EC-501,M,Medium,250,PACK7,25.02,437.85,23.27,15.12,35.02,online checkout,standard
EC-501,M,Medium,250,PACK7,37.52,656.60,34.89,22.68,35.00,online checkout,premium
EC-501,L,Large,250,PACK7,34.53,604.28,32.11,20.87,35.01,online checkout,standard
EC-501,L,Large,250,PACK7,51.78,906.15,48.16,31.30,35.00,online checkout,premium
EC-501,S,Small,500,PACK7,16.05,561.75,14.93,9.70,35.01,online checkout,standard
EC-501,S,Small,500,PACK7,24.06,842.10,22.38,14.54,35.02,online checkout,premium
EC-501,M,Medium,500,PACK7,20.57,719.95,19.13,12.43,35.02,online checkout,standard
EC-501,M,Medium,500,PACK7,30.84,1079.40,28.68,18.64,35.01,online checkout,premium
EC-501,L,Large,500,PACK7,28.38,993.30,26.39,17.15,35.02,online checkout,standard
EC-501,L,Large,500,PACK7,42.57,1489.95,39.59,25.73,35.01,online checkout,premium
EC-501,S,Small,1000,PACK7,13.26,928.20,12.33,8.01,35.05,online checkout,standard
EC-501,S,Small,1000,PACK7,19.89,1392.30,18.50,12.02,35.02,online checkout,premium
EC-501,M,Medium,1000,PACK7,17.00,1190.00,15.81,10.27,35.04,online checkout,standard
EC-501,M,Medium,1000,PACK7,25.50,1785.00,23.71,15.40,35.06,online checkout,premium
EC-501,L,Large,1000,PACK7,23.46,1642.20,21.82,14.17,35.05,online checkout,standard
EC-501,L,Large,1000,PACK7,35.19,2463.30,32.73,21.26,35.04,online checkout,premium
EC-501,S,Small,2500,PACK7,11.15,1951.25,10.37,6.74,35.00,online checkout,standard
EC-501,S,Small,2500,PACK7,16.73,2927.75,15.56,10.11,35.02,online checkout,premium
EC-501,M,Medium,2500,PACK7,14.30,2502.50,13.30,8.64,35.03,online checkout,standard
EC-501,M,Medium,2500,PACK7,21.44,3752.00,19.94,12.96,35.00,payment confirmation,premium
EC-501,L,Large,2500,PACK7,19.72,3451.00,18.34,11.92,35.00,payment confirmation,standard
EC-501,L,Large,2500,PACK7,29.58,5176.50,27.51,17.88,35.00,payment confirmation,premium
EC-502,S,Small,500,PACK7,25.75,901.25,23.95,15.56,35.02,online checkout,standard
EC-502,S,Small,500,PACK7,38.62,1351.70,35.92,23.34,35.02,online checkout,premium
EC-502,M,Medium,500,PACK7,32.18,1126.30,29.93,19.45,35.01,online checkout,standard
EC-502,M,Medium,500,PACK7,48.26,1689.10,44.88,29.17,35.01,online checkout,premium
EC-502,L,Large,500,PACK7,45.70,1599.50,42.50,27.62,35.01,online checkout,standard
EC-502,L,Large,500,PACK7,68.54,2398.90,63.74,41.43,35.00,online checkout,premium
EC-502,S,Small,1000,PACK7,21.46,1502.20,19.96,12.97,35.01,online checkout,standard
EC-502,S,Small,1000,PACK7,32.18,2252.60,29.93,19.45,35.01,online checkout,premium
EC-502,M,Medium,1000,PACK7,26.82,1877.40,24.94,16.21,35.01,online checkout,standard
EC-502,M,Medium,1000,PACK7,40.24,2816.80,37.42,24.32,35.01,online checkout,premium
EC-502,L,Large,1000,PACK7,38.09,2666.30,35.42,23.02,35.02,online checkout,standard
EC-502,L,Large,1000,PACK7,57.13,3999.10,53.13,34.53,35.01,payment confirmation,premium
EC-502,S,Small,2500,PACK7,17.16,3003.00,15.96,10.37,35.02,payment confirmation,standard
EC-502,S,Small,2500,PACK7,25.73,4502.75,23.93,15.55,35.02,payment confirmation,premium
EC-502,M,Medium,2500,PACK7,21.44,3752.00,19.94,12.96,35.00,payment confirmation,standard
EC-502,M,Medium,2500,PACK7,32.16,5628.00,29.91,19.44,35.00,payment confirmation,premium
EC-502,L,Large,2500,PACK7,30.44,5327.00,28.31,18.40,35.00,payment confirmation,standard
EC-502,L,Large,2500,PACK7,45.66,7990.50,42.46,27.60,35.00,payment confirmation,premium
EC-502,S,Small,5000,PACK7,12.88,4508.00,11.98,7.78,35.05,payment confirmation,standard
EC-502,S,Small,5000,PACK7,19.33,6765.50,17.98,11.68,35.03,payment confirmation,premium
EC-502,M,Medium,5000,PACK7,16.10,5635.00,14.97,9.73,35.02,payment confirmation,standard
EC-502,M,Medium,5000,PACK7,24.16,8456.00,22.47,14.60,35.02,payment confirmation,premium
EC-502,L,Large,5000,PACK7,22.87,8004.50,21.27,13.82,35.02,payment confirmation,standard
EC-502,L,Large,5000,PACK7,34.28,11998.00,31.88,20.72,35.01,payment confirmation,premium
EC-503,S,Snack / burger,200,PACK7,25.75,360.50,23.95,15.56,35.02,online checkout,standard
EC-503,S,Snack / burger,200,PACK7,38.62,540.68,35.92,23.34,35.02,online checkout,premium
EC-503,M,Meal,200,PACK7,32.18,450.52,29.93,19.45,35.01,online checkout,standard
EC-503,M,Meal,200,PACK7,48.26,675.64,44.88,29.17,35.01,online checkout,premium
EC-503,L,Family meal,200,PACK7,44.41,621.74,41.30,26.84,35.01,online checkout,standard
EC-503,L,Family meal,200,PACK7,66.61,932.54,61.95,40.26,35.01,online checkout,premium
EC-503,S,Snack / burger,500,PACK7,20.02,700.70,18.62,12.10,35.01,online checkout,standard
EC-503,S,Snack / burger,500,PACK7,30.01,1050.35,27.91,18.14,35.00,online checkout,premium
EC-503,M,Meal,500,PACK7,25.02,875.70,23.27,15.12,35.02,online checkout,standard
EC-503,M,Meal,500,PACK7,37.52,1313.20,34.89,22.68,35.00,online checkout,premium
EC-503,L,Family meal,500,PACK7,34.53,1208.55,32.11,20.87,35.01,online checkout,standard
EC-503,L,Family meal,500,PACK7,51.78,1812.30,48.16,31.30,35.00,online checkout,premium
EC-503,S,Snack / burger,1000,PACK7,15.72,1100.40,14.62,9.50,35.02,online checkout,standard
EC-503,S,Snack / burger,1000,PACK7,23.59,1651.30,21.94,14.26,35.00,online checkout,premium
EC-503,M,Meal,1000,PACK7,19.66,1376.20,18.28,11.88,35.02,online checkout,standard
EC-503,M,Meal,1000,PACK7,29.48,2063.60,27.42,17.82,35.00,online checkout,premium
EC-503,L,Family meal,1000,PACK7,27.12,1898.40,25.22,16.39,35.02,online checkout,standard
EC-503,L,Family meal,1000,PACK7,40.68,2847.60,37.83,24.59,35.00,online checkout,premium
EC-503,S,Snack / burger,2500,PACK7,12.15,2126.25,11.30,7.34,35.04,online checkout,standard
EC-503,S,Snack / burger,2500,PACK7,18.23,3190.25,16.95,11.02,35.00,payment confirmation,premium
EC-503,M,Meal,2500,PACK7,15.19,2658.25,14.13,9.18,35.02,online checkout,standard
EC-503,M,Meal,2500,PACK7,22.78,3986.50,21.19,13.77,35.00,payment confirmation,premium
EC-503,L,Family meal,2500,PACK7,20.96,3668.00,19.49,12.67,35.00,payment confirmation,standard
EC-503,L,Family meal,2500,PACK7,31.44,5502.00,29.24,19.00,35.02,payment confirmation,premium
EC-504,S,Small,1000,PACK7,6.29,440.30,5.85,3.80,35.04,online checkout,standard
EC-504,S,Small,1000,PACK7,9.43,660.10,8.77,5.70,35.00,online checkout,premium
EC-504,M,Medium,1000,PACK7,8.06,564.20,7.50,4.87,35.03,online checkout,standard
EC-504,M,Medium,1000,PACK7,12.08,845.60,11.23,7.30,35.02,online checkout,premium
EC-504,L,Large,1000,PACK7,10.48,733.60,9.75,6.33,35.05,online checkout,standard
EC-504,L,Large,1000,PACK7,15.72,1100.40,14.62,9.50,35.02,online checkout,premium
EC-504,XL,Extra large,1000,PACK7,12.49,874.30,11.62,7.55,35.00,online checkout,standard
EC-504,XL,Extra large,1000,PACK7,18.73,1311.10,17.42,11.32,35.01,online checkout,premium
EC-504,S,Small,2500,PACK7,5.02,878.50,4.67,3.03,35.10,online checkout,standard
EC-504,S,Small,2500,PACK7,7.53,1317.75,7.00,4.55,35.03,online checkout,premium
EC-504,M,Medium,2500,PACK7,6.44,1127.00,5.99,3.89,35.05,online checkout,standard
EC-504,M,Medium,2500,PACK7,9.65,1688.75,8.97,5.83,35.04,online checkout,premium
EC-504,L,Large,2500,PACK7,8.38,1466.50,7.79,5.06,35.07,online checkout,standard
EC-504,L,Large,2500,PACK7,12.56,2198.00,11.68,7.59,35.02,online checkout,premium
EC-504,XL,Extra large,2500,PACK7,9.98,1746.50,9.28,6.03,35.03,online checkout,standard
EC-504,XL,Extra large,2500,PACK7,14.96,2618.00,13.91,9.04,35.02,online checkout,premium
EC-504,S,Small,5000,PACK7,3.91,1368.50,3.64,2.36,35.10,online checkout,standard
EC-504,S,Small,5000,PACK7,5.88,2058.00,5.47,3.55,35.08,online checkout,premium
EC-504,M,Medium,5000,PACK7,5.02,1757.00,4.67,3.03,35.10,online checkout,standard
EC-504,M,Medium,5000,PACK7,7.52,2632.00,6.99,4.54,35.08,online checkout,premium
EC-504,L,Large,5000,PACK7,6.52,2282.00,6.06,3.94,35.02,online checkout,standard
EC-504,L,Large,5000,PACK7,9.78,3423.00,9.10,5.91,35.02,payment confirmation,premium
EC-504,XL,Extra large,5000,PACK7,7.78,2723.00,7.24,4.70,35.04,online checkout,standard
EC-504,XL,Extra large,5000,PACK7,11.65,4077.50,10.83,7.04,35.02,payment confirmation,premium
EC-504,S,Small,10000,PACK7,3.21,2247.00,2.99,1.94,35.01,online checkout,standard
EC-504,S,Small,10000,PACK7,4.82,3374.00,4.48,2.91,35.08,payment confirmation,premium
EC-504,M,Medium,10000,PACK7,4.12,2884.00,3.83,2.49,35.01,online checkout,standard
EC-504,M,Medium,10000,PACK7,6.19,4333.00,5.76,3.74,35.03,payment confirmation,premium
EC-504,L,Large,10000,PACK7,5.36,3752.00,4.98,3.24,35.00,payment confirmation,standard
EC-504,L,Large,10000,PACK7,8.04,5628.00,7.48,4.86,35.00,payment confirmation,premium
EC-504,XL,Extra large,10000,PACK7,6.39,4473.00,5.94,3.86,35.05,payment confirmation,standard
EC-504,XL,Extra large,10000,PACK7,9.58,6706.00,8.91,5.79,35.01,payment confirmation,premium
PR-601,HONEYCOMB,Honeycomb paper,1,PACK7,1607.96,112.56,1495.40,972.01,35.00,online checkout,standard
PR-601,HONEYCOMB,Honeycomb paper,1,PACK7,2411.93,168.84,2243.09,1458.01,35.00,online checkout,premium
PR-601,BUBBLE,Bubble wrap,1,PACK7,1318.53,92.30,1226.23,797.05,35.00,online checkout,standard
PR-601,BUBBLE,Bubble wrap,1,PACK7,1977.79,138.45,1839.34,1195.57,35.00,online checkout,premium
PR-601,AIR,Air pillows,1,PACK7,1447.17,101.30,1345.87,874.81,35.00,online checkout,standard
PR-601,AIR,Air pillows,1,PACK7,2170.74,151.95,2018.79,1312.21,35.00,online checkout,premium
PR-601,CRINKLE,Crinkle paper,1,PACK7,2170.74,151.95,2018.79,1312.21,35.00,online checkout,standard
PR-601,CRINKLE,Crinkle paper,1,PACK7,3256.12,227.93,3028.19,1968.32,35.00,online checkout,premium
PR-601,HONEYCOMB,Honeycomb paper,5,PACK7,1429.29,500.25,1329.24,864.00,35.00,online checkout,standard
PR-601,HONEYCOMB,Honeycomb paper,5,PACK7,2143.93,750.38,1993.85,1296.00,35.00,online checkout,premium
PR-601,BUBBLE,Bubble wrap,5,PACK7,1172.01,410.20,1089.97,708.48,35.00,online checkout,standard
PR-601,BUBBLE,Bubble wrap,5,PACK7,1758.02,615.31,1634.96,1062.72,35.00,online checkout,premium
PR-601,AIR,Air pillows,5,PACK7,1286.36,450.23,1196.31,777.60,35.00,online checkout,standard
PR-601,AIR,Air pillows,5,PACK7,1929.53,675.34,1794.46,1166.40,35.00,online checkout,premium
PR-601,CRINKLE,Crinkle paper,5,PACK7,1929.53,675.34,1794.46,1166.40,35.00,online checkout,standard
PR-601,CRINKLE,Crinkle paper,5,PACK7,2894.30,1013.01,2691.70,1749.60,35.00,online checkout,premium
PR-601,HONEYCOMB,Honeycomb paper,10,PACK7,1304.24,912.97,1212.94,788.41,35.00,online checkout,standard
PR-601,HONEYCOMB,Honeycomb paper,10,PACK7,1956.37,1369.46,1819.42,1182.62,35.00,online checkout,premium
PR-601,BUBBLE,Bubble wrap,10,PACK7,1069.48,748.64,994.62,646.50,35.00,online checkout,standard
PR-601,BUBBLE,Bubble wrap,10,PACK7,1604.21,1122.95,1491.91,969.74,35.00,online checkout,premium
PR-601,AIR,Air pillows,10,PACK7,1173.82,821.67,1091.65,709.57,35.00,online checkout,standard
PR-601,AIR,Air pillows,10,PACK7,1760.72,1232.50,1637.47,1064.35,35.00,online checkout,premium
PR-601,CRINKLE,Crinkle paper,10,PACK7,1760.72,1232.50,1637.47,1064.35,35.00,online checkout,standard
PR-601,CRINKLE,Crinkle paper,10,PACK7,2641.08,1848.76,2456.20,1596.53,35.00,online checkout,premium
PR-601,HONEYCOMB,Honeycomb paper,25,PACK7,1161.30,2032.28,1080.01,702.00,35.00,online checkout,standard
PR-601,HONEYCOMB,Honeycomb paper,25,PACK7,1741.94,3048.40,1620.00,1053.00,35.00,online checkout,premium
PR-601,BUBBLE,Bubble wrap,25,PACK7,952.26,1666.46,885.60,575.64,35.00,online checkout,standard
PR-601,BUBBLE,Bubble wrap,25,PACK7,1428.39,2499.68,1328.40,863.46,35.00,online checkout,premium
PR-601,AIR,Air pillows,25,PACK7,1045.17,1829.05,972.01,631.80,35.00,online checkout,standard
PR-601,AIR,Air pillows,25,PACK7,1567.75,2743.56,1458.01,947.70,35.00,online checkout,premium
PR-601,CRINKLE,Crinkle paper,25,PACK7,1567.75,2743.56,1458.01,947.70,35.00,online checkout,standard
PR-601,CRINKLE,Crinkle paper,25,PACK7,2351.62,4115.34,2187.01,1421.55,35.00,payment confirmation,premium
LC-804,40MM,4 cm,25,PACK7,9.27,16.22,8.62,5.60,35.04,online checkout,standard
LC-804,40MM,4 cm,25,PACK7,13.90,24.33,12.93,8.40,35.02,online checkout,premium
LC-804,60MM,6 cm,25,PACK7,12.88,22.54,11.98,7.78,35.05,online checkout,standard
LC-804,60MM,6 cm,25,PACK7,19.31,33.79,17.96,11.67,35.02,online checkout,premium
LC-804,90MM,9 cm,25,PACK7,18.67,32.67,17.36,11.28,35.03,online checkout,standard
LC-804,90MM,9 cm,25,PACK7,28.00,49.00,26.04,16.92,35.02,online checkout,premium
LC-804,100X150,10 x 15 cm,25,PACK7,25.10,43.93,23.34,15.17,35.01,online checkout,standard
LC-804,100X150,10 x 15 cm,25,PACK7,37.66,65.91,35.02,22.76,35.02,online checkout,premium
LC-804,40MM,4 cm,50,PACK7,7.35,25.73,6.84,4.44,35.04,online checkout,standard
LC-804,40MM,4 cm,50,PACK7,11.01,38.54,10.24,6.65,35.05,online checkout,premium
LC-804,60MM,6 cm,50,PACK7,10.20,35.70,9.49,6.16,35.06,online checkout,standard
LC-804,60MM,6 cm,50,PACK7,15.29,53.52,14.22,9.24,35.02,online checkout,premium
LC-804,90MM,9 cm,50,PACK7,14.78,51.73,13.75,8.93,35.03,online checkout,standard
LC-804,90MM,9 cm,50,PACK7,22.17,77.60,20.62,13.40,35.01,online checkout,premium
LC-804,100X150,10 x 15 cm,50,PACK7,19.87,69.55,18.48,12.01,35.01,online checkout,standard
LC-804,100X150,10 x 15 cm,50,PACK7,29.81,104.34,27.72,18.02,35.00,online checkout,premium
LC-804,40MM,4 cm,100,PACK7,6.24,43.68,5.80,3.77,35.04,online checkout,standard
LC-804,40MM,4 cm,100,PACK7,9.37,65.59,8.71,5.66,35.05,online checkout,premium
LC-804,60MM,6 cm,100,PACK7,8.67,60.69,8.06,5.24,35.01,online checkout,standard
LC-804,60MM,6 cm,100,PACK7,13.01,91.07,12.10,7.86,35.04,online checkout,premium
LC-804,90MM,9 cm,100,PACK7,12.58,88.06,11.70,7.60,35.04,online checkout,standard
LC-804,90MM,9 cm,100,PACK7,18.86,132.02,17.54,11.40,35.00,online checkout,premium
LC-804,100X150,10 x 15 cm,100,PACK7,16.91,118.37,15.73,10.22,35.01,online checkout,standard
LC-804,100X150,10 x 15 cm,100,PACK7,25.36,177.52,23.58,15.33,35.00,online checkout,premium
LC-804,40MM,4 cm,250,PACK7,3.89,68.08,3.62,2.35,35.04,online checkout,standard
LC-804,40MM,4 cm,250,PACK7,5.84,102.20,5.43,3.53,35.01,online checkout,premium
LC-804,60MM,6 cm,250,PACK7,5.41,94.68,5.03,3.27,35.01,online checkout,standard
